,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
720,LIFW,"MSP Recovery, Inc.",106.73M,1.63%,71833,8.60M
721,ASRT,"Assertio Holdings, Inc.",106.40M,-1.34%,183624,152.07M
722,SHLT,SHL Telemedicine Ltd.,104.73M,4.41%,8,57.10M
723,SY,So-Young International Inc.,103.26M,-,24067,197.06M
724,CMRX,"Chimerix, Inc.",102.59M,-0.43%,62558,324.00K
725,PETS,"PetMed Express, Inc.",102.56M,-1.03%,39318,270.52M
726,MYO,"Myomo, Inc.",101.98M,5.59%,106164,19.24M
727,KRMD,"KORU Medical Systems, Inc.",100.56M,-0.45%,60563,28.52M
728,ATHA,"Athira Pharma, Inc.",100.42M,-1.15%,52324,-
729,CRDL,Cardiol Therapeutics Inc.,99.75M,-1.97%,30570,-
730,ETON,"Eton Pharmaceuticals, Inc.",98.90M,-5.71%,61496,32.64M
731,PLX,"Protalix BioTherapeutics, Inc.",97.03M,-4.14%,156816,65.49M
732,BWAY,BrainsWay Ltd.,96.66M,8.95%,56795,31.79M
733,SPRO,"Spero Therapeutics, Inc.",96.43M,-5.14%,367636,103.78M
734,ANVS,"Annovis Bio, Inc.",96.17M,5.17%,48310,-
735,VAXX,"Vaxxinity, Inc.",95.88M,-0.66%,29648,-
736,BRNS,Barinthus Biotherapeutics plc,95.52M,-7.91%,3202,7.26M
737,RNAC,"Cartesian Therapeutics, Inc.",93.98M,7.70%,155706,26.00M
738,CARM,"Carisma Therapeutics, Inc.",93.63M,0.43%,24138,10.63M
739,LTRN,Lantern Pharma Inc.,93.47M,16.09%,388564,-
740,CUE,"Cue Biopharma, Inc.",93.41M,-1.45%,48910,3.82M
741,CRVS,"Corvus Pharmaceuticals, Inc.",93.17M,3.95%,25716,-
742,IFRX,InflaRx N.V.,93.04M,-3.16%,22834,60.80K
743,ELUT,Elutia Inc.,92.79M,6.06%,1493,24.75M
744,PRPH,"ProPhase Labs, Inc.",90.95M,5.16%,27349,62.71M
745,PMVP,"PMV Pharmaceuticals, Inc.",90.54M,-1.99%,23948,-
746,ANTX,"AN2 Therapeutics, Inc.",89.22M,0.33%,37604,-
747,EQ,"Equillium, Inc.",89.20M,-0.79%,11238,42.63M
748,ALVR,"AlloVir, Inc.",88.84M,-4.13%,102821,-
749,RVPH,"Reviva Pharmaceuticals Holdings, Inc.",87.94M,-,82761,-
750,DCTH,"Delcath Systems, Inc.",87.52M,-0.25%,39763,2.17M
751,TRIB,Trinity Biotech plc,85.59M,-,277,61.44M
752,VERU,Veru Inc.,84.90M,-1.74%,146164,16.30M
753,HYPR,"Hyperfine, Inc.",84.49M,2.54%,17915,9.77M
754,INCR,InterCure Ltd.,84.31M,4.70%,13128,112.41M
755,PASG,"Passage Bio, Inc.",83.40M,2.67%,75067,-
756,BLRX,BioLineRx Ltd.,83.31M,-1.57%,18361,-
757,ACRS,"Aclaris Therapeutics, Inc.",82.98M,2.56%,264701,31.25M
758,BTAI,"BioXcel Therapeutics, Inc.",81.42M,-0.19%,48293,1.24M
759,PSNL,"Personalis, Inc.",81.31M,2.48%,32087,73.48M
760,MDXH,MDxHealth SA,80.73M,1.50%,14238,70.19M
761,TIL,"Instil Bio, Inc.",80.71M,-0.89%,3285,-
762,MURA,Mural Oncology plc,79.28M,-1.46%,9355,-
763,NVNO,enVVeno Medical Corporation,79.24M,-1.85%,50426,-
764,EGRX,"Eagle Pharmaceuticals, Inc.",78.40M,-0.33%,31675,257.55M
765,LVTX,LAVA Therapeutics N.V.,77.55M,0.85%,115043,9.63M
766,MIST,Milestone Pharmaceuticals Inc.,77.07M,-0.90%,42997,4.50M
767,ENLV,Enlivex Therapeutics Ltd.,76.44M,-0.49%,20518,-
768,IKNA,"Ikena Oncology, Inc.",75.77M,-2.87%,28452,9.16M
769,VNRX,VolitionRx Limited,75.54M,-4.17%,5207,651.04K
770,ONCY,Oncolytics Biotech Inc.,74.58M,2.13%,42699,-
771,ELYM,"Eliem Therapeutics, Inc.",74.45M,-,103,-
772,CSBR,"Champions Oncology, Inc.",74.36M,-,72,49.22M
773,ASXC,"Asensus Surgical, Inc.",74.17M,1.07%,191394,5.61M
774,DTIL,"Precision BioSciences, Inc.",73.98M,0.09%,23266,52.29M
775,NUTX,"Nutex Health, Inc.",71.77M,8.41%,428587,231.70M
776,CNTB,Connect Biopharma Holdings Limited,71.59M,-3.85%,4543,-
777,HOOK,HOOKIPA Pharma Inc.,71.15M,-3.76%,58437,20.55M
778,GNTA,Genenta Science S.p.A.,71.05M,5.13%,23208,-
779,CGTX,"Cognition Therapeutics, Inc.",70.98M,2.47%,12221,-
780,RZLT,"Rezolute, Inc.",70.53M,-4.21%,33401,-
781,EYEN,"Eyenovia, Inc.",70.15M,-1.89%,139967,1.20K
782,TPST,"Tempest Therapeutics, Inc.",70.06M,6.46%,386662,-
783,BNR,Burning Rock Biotech Limited,69.82M,0.29%,373,76.83M
784,MLEC,Moolec Science SA,69.78M,-1.22%,857,-
785,ALGS,"Aligos Therapeutics, Inc.",69.73M,0.11%,98347,15.53M
786,GANX,"Gain Therapeutics, Inc.",69.50M,0.42%,16264,55.18K
787,AFMD,Affimed N.V.,68.25M,0.77%,22012,20.23M
788,KRON,"Kronos Bio, Inc.",67.65M,-,51645,4.00M
789,IMMX,"Immix Biopharma, Inc.",67.41M,-1.52%,26141,-
790,RBOT,Vicarious Surgical Inc.,67.26M,-6.14%,72612,-
791,GEG,"Great Elm Group, Inc.",67.05M,-4.25%,803,11.05M
792,ASMB,"Assembly Biosciences, Inc.",66.73M,-0.99%,2461,-
793,INTS,"Intensity Therapeutics, Inc.",65.94M,3.76%,3526,-
794,ANEB,"Anebulo Pharmaceuticals, Inc.",65.87M,-5.12%,1091,-
795,MGRM,"Monogram Orthopaedics, Inc.",65.38M,-,6588,365.00K
796,MTNB,"Matinas BioPharma Holdings, Inc.",65.18M,-6.70%,186711,4.28M
797,KZR,"Kezar Life Sciences, Inc.",64.06M,-3.41%,60381,7.00M
798,MNOV,"MediciNova, Inc.",63.76M,6.92%,15985,1.00M
799,TSBX,Turnstone Biologics Corp.,63.51M,-7.83%,24387,81.89M
800,BEAT,"HeartBeam, Inc.",63.45M,-1.24%,3492,-
801,ATRA,"Atara Biotherapeutics, Inc.",63.27M,-4.86%,327331,4.54M
802,DERM,Journey Medical Corporation,62.93M,3.53%,70088,79.89M
803,CDTX,"Cidara Therapeutics, Inc.",62.06M,1.49%,106973,56.54M
804,APYX,Apyx Medical Corporation,62.01M,2.91%,733,50.30M
805,ENZ,"Enzo Biochem, Inc.",61.98M,4.13%,36142,12.81M
806,SSIC,Silver Spike Investment Corp.,61.28M,0.66%,9286,7.76M
807,RLYB,Rallybio Corporation,61.26M,-,19263,-
808,CRIS,"Curis, Inc.",60.71M,-1.07%,1598,10.02M
809,NEUE,NeueHealth Inc,60.70M,-3.05%,533,1.88B
810,AMIX,"Autonomix Medical, Inc.",60.23M,4.89%,14317,-
811,PDEX,"Pro-Dex, Inc.",60.22M,-0.82%,727,48.24M
812,RGC,Regencell Bioscience Holdings Limited,60.18M,-7.51%,129,-
813,DHAI,"DIH Holdings US, Inc.",59.20M,24.58%,253200,13.17M
814,AVRO,"AVROBIO, Inc.",58.06M,-0.77%,2415,-
815,THTX,Theratechnologies Inc.,57.93M,0.08%,5576,59.25M
816,HCWB,HCW Biologics Inc.,57.77M,7.19%,5508,576.02K
817,SRTS,"Sensus Healthcare, Inc.",57.64M,1.70%,29093,24.41M
818,CLGN,CollPlant Biotechnologies Ltd.,57.38M,5.40%,45,10.72M
819,PRE,Prenetics Global Limited,57.12M,3.42%,15600,68.79M
820,MODD,"Modular Medical, Inc.",56.71M,6.56%,78395,-
821,CTCX,Carmell Therapeutics Corporation,56.55M,-,65,25.65M
822,LPTX,"Leap Therapeutics, Inc.",56.50M,-0.45%,37956,-
823,IMRX,Immuneering Corporation,55.93M,42.93%,6704696,-
824,ICU,SeaStar Medical Holding Corporation,55.57M,-0.59%,809285,-
825,XAIR,"Beyond Air, Inc.",55.50M,0.65%,24488,689.00K
826,ICCM,IceCure Medical Ltd,55.33M,1.65%,19935,2.91M
827,RPHM,"Reneo Pharmaceuticals, Inc.",55.30M,-1.20%,37245,-
828,BNGO,"Bionano Genomics, Inc.",55.24M,-,262712,36.12M
829,SCYX,"SCYNEXIS, Inc.",53.95M,4.83%,17044,135.87M
830,APLM,"Apollomics, Inc.",53.78M,1.50%,2891,-
831,NSPR,"InspireMD, Inc.",53.72M,-1.26%,8892,6.21M
832,MLSS,Milestone Scientific Inc.,53.60M,-0.68%,10958,9.81M
833,AONC,"American Oncology Network, Inc.",53.48M,3.51%,323,-
834,AADI,"Aadi Bioscience, Inc.",53.28M,-2.30%,44746,24.35M
835,LUCD,Lucid Diagnostics Inc.,53.28M,-2.70%,10523,1.50M
836,FIXX,"Homology Medicines, Inc.",53.23M,-1.71%,98367,1.16M
837,CRVO,CervoMed Inc.,52.43M,0.06%,7766,1.53M
838,RNLX,Renalytix Plc,51.56M,0.01%,29087,2.41M
839,CLNN,Clene Inc.,51.37M,-3.73%,146002,654.00K
840,SABS,"SAB Biotherapeutics, Inc.",50.92M,4.98%,2831,4.09M
841,UNCY,"Unicycive Therapeutics, Inc.",50.74M,2.05%,32137,-
842,TLSA,Tiziana Life Sciences Ltd,50.12M,-5.05%,81607,-
843,BGXX,Bright Green Corporation,50.07M,5.40%,413006,-
844,QNCX,"Quince Therapeutics, Inc.",49.73M,1.29%,12247,-
845,IXHL,Incannex Healthcare Limited,49.51M,1.60%,11180,-
846,LEXX,Lexaria Bioscience Corp.,49.42M,-6.28%,193296,276.01K
847,NKGN,"NKGen Biotech, Inc.",49.41M,-4.08%,88709,77.00K
848,INAB,"IN8bio, Inc.",49.35M,4.47%,51649,-
849,OKYO,OKYO Pharma Limited,49.02M,-2.01%,542,-
850,ENTX,Entera Bio Ltd.,48.61M,0.07%,1201,-
851,ELTX,"Elicio Therapeutics, Inc.",48.03M,14.00%,104395,-
852,CARA,"Cara Therapeutics, Inc.",47.99M,-6.38%,60366,20.97M
853,SLS,"SELLAS Life Sciences Group, Inc.",47.84M,-7.27%,372836,-
854,CKPT,"Checkpoint Therapeutics, Inc.",47.62M,-2.08%,49748,171.00K
855,CYTH,"Cyclo Therapeutics, Inc.",47.18M,-11.70%,89393,951.81K
856,BCTX,BriaCell Therapeutics Corp.,47.15M,-3.73%,55808,-
857,OCUP,"Ocuphire Pharma, Inc.",47.15M,-0.53%,48011,19.05M
858,CCEL,"Cryo-Cell International, Inc.",46.82M,-,14395,31.34M
859,DARE,"Daré Bioscience, Inc.",46.17M,6.68%,39871,1.00M
860,CTSO,Cytosorbents Corporation,45.91M,6.82%,17143,36.35M
861,ACHL,Achilles Therapeutics plc,44.86M,-,23693,-
862,LNSR,"LENSAR, Inc.",44.21M,-,56,42.16M
863,MDAI,"Spectral AI, Inc.",44.16M,-3.53%,838887,38.14M
864,VTVT,vTv Therapeutics Inc.,43.79M,0.72%,1170,-
865,CADL,"Candel Therapeutics, Inc.",43.38M,-5.00%,25328,-
866,DYAI,"Dyadic International, Inc.",43.22M,6.00%,5436,2.96M
867,ESLA,"Estrella Immunopharma, Inc.",42.95M,0.90%,2765,-
868,CLRB,"Cellectar Biosciences, Inc.",42.76M,-1.29%,128237,-
869,RGLS,Regulus Therapeutics Inc.,42.67M,-,299383,-
870,GMDA,Gamida Cell Ltd.,42.39M,16.83%,2223619,673.00K
871,CASI,"CASI Pharmaceuticals, Inc.",42.36M,-3.30%,9055,42.26M
872,DRIO,DarioHealth Corp.,42.24M,-1.45%,6175,23.55M
873,BOLT,"Bolt Biotherapeutics, Inc.",42.14M,-0.72%,11443,7.20M
874,TARA,"Protara Therapeutics, Inc.",42.08M,6.25%,20041,-
875,NRXP,"NRx Pharmaceuticals, Inc.",42.06M,9.27%,849330,-
876,ICAD,"iCAD, Inc.",41.90M,0.63%,29059,22.21M
877,RPID,"Rapid Micro Biosystems, Inc.",41.65M,1.94%,835,22.52M
878,EVGN,Evogene Ltd.,41.51M,-2.44%,32122,5.64M
879,PLUR,Pluri Inc.,41.36M,-3.00%,9487,357.00K
880,DXR,Daxor Corporation,40.73M,0.24%,3,-2.00M
881,FEMY,Femasys Inc.,40.70M,11.17%,372291,1.09M
882,ICCC,ImmuCell Corporation,40.69M,-3.81%,2545,16.29M
883,NXTC,"NextCure, Inc.",40.46M,0.28%,7133,-
884,LFWD,ReWalk Robotics Ltd,40.10M,-7.63%,50102,13.85M
885,OWLT,"Owlet, Inc.",39.89M,1.12%,1522,54.01M
886,RMTI,"Rockwell Medical, Inc.",39.89M,0.71%,15098,80.83M
887,ECOR,"electroCore, Inc.",39.86M,0.60%,338,16.03M
888,CUTR,"Cutera, Inc.",39.72M,-4.02%,76493,230.18M
889,MRKR,"Marker Therapeutics, Inc.",39.38M,1.58%,1482,9.06M
890,BIMI,BIMI International Medical Inc.,39.35M,6.05%,12272,5.85M
891,IRIX,IRIDEX Corporation,39.16M,-0.33%,4157,54.61M
892,VIRX,"Viracta Therapeutics, Inc.",39.12M,-4.62%,6007,-
893,BIVI,BioVie Inc.,38.74M,-3.96%,548767,-
894,DRRX,DURECT Corporation,38.48M,-0.78%,15797,9.19M
895,IPA,ImmunoPrecise Antibodies Ltd.,37.89M,-0.69%,56016,17.67M
896,EFTR,"eFFECTOR Therapeutics, Inc.",37.79M,6.42%,38785,675.00K
897,LIAN,LianBio,37.58M,-,171431,-
898,ACXP,"Acurx Pharmaceuticals, Inc.",37.45M,4.04%,40831,-
899,ELDN,"Eledon Pharmaceuticals, Inc.",37.27M,2.60%,6828,-
900,AWH,Aspira Women's Health Inc.,37.21M,1.39%,498,9.18M
901,APM,Aptorum Group Limited,36.79M,2.11%,108078,1.20M
902,OMIC,"Singular Genomics Systems, Inc.",36.69M,3.90%,6887,2.60M
903,EUDA,EUDA Health Holdings Limited,36.45M,0.68%,3594,-
904,PMN,"ProMIS Neurosciences, Inc.",36.07M,4.89%,381,-
905,RVP,"Retractable Technologies, Inc.",35.92M,0.83%,12877,41.99M
906,POCI,"Precision Optics Corporation, Inc.",35.62M,-,15,19.22M
907,FBIO,"Fortress Biotech, Inc.",35.56M,-1.81%,103097,80.97M
908,MEDS,"TRxADE HEALTH, Inc.",34.70M,-7.29%,20814,9.09M
909,CLDI,"Calidi Biotherapeutics, Inc.",34.43M,-1.33%,5461,-
910,SPRB,"Spruce Biosciences, Inc.",33.15M,-1.88%,1163747,7.20M
911,CODX,"Co-Diagnostics, Inc.",32.72M,2.43%,8544,6.81M
912,ACST,Acasti Pharma Inc.,31.77M,-0.29%,10643,-
913,STRM,"Streamline Health Solutions, Inc.",31.32M,1.89%,22485,23.98M
914,HLTH,Cue Health Inc.,31.10M,9.12%,148386,70.94M
915,INKT,"MiNK Therapeutics, Inc.",30.88M,1.70%,9180,-
916,BIOR,"Biora Therapeutics, Inc.",30.47M,2.68%,27195,18.00K
917,SLGL,Sol-Gel Technologies Ltd.,29.09M,0.98%,12413,1.55M
918,VYNE,VYNE Therapeutics Inc.,28.34M,-1.99%,7030,424.00K
919,HUGE,FSD Pharma Inc.,28.21M,3.51%,9264,-
920,XGN,Exagen Inc.,27.61M,14.20%,104125,51.62M
921,NMTC,NeuroOne Medical Technologies Corporation,27.49M,3.87%,3875,2.82M
922,TCRT,"Alaunos Therapeutics, Inc.",27.43M,1.64%,1547,15.00K
923,MRAI,"Marpai, Inc.",27.31M,-7.89%,129469,36.08M
924,ALRN,"Aileron Therapeutics, Inc.",27.26M,0.45%,1024,-
925,ONMD,OneMedNet Corporation,27.26M,-0.68%,55199,1.57M
926,ATIP,"ATI Physical Therapy, Inc.",26.99M,-5.46%,143,699.02M
927,ORGS,Orgenesis Inc.,26.95M,4.31%,8053,27.75M
928,CDIO,"Cardio Diagnostics Holdings, Inc.",26.59M,3.17%,88831,12.71K
929,BFRG,"Bullfrog AI Holdings, Inc.",26.43M,-1.48%,22669,75.00K
930,COCH,"Envoy Medical, Inc.",26.39M,-0.40%,53437,380.00K
931,PYPD,PolyPid Ltd.,26.34M,9.15%,46,-
932,SRZN,"Surrozen, Inc.",26.07M,3.60%,1296,12.50M
933,IINN,Inspira Technologies Oxy B.H.N. Ltd.,26.03M,2.15%,70498,-
934,QTI,"QT Imaging Holdings, Inc.",25.72M,-,436678,708.24K
935,LSTA,"Lisata Therapeutics, Inc.",25.58M,1.14%,335,-
936,MEIP,"MEI Pharma, Inc.",25.52M,1.07%,5232,72.65M
937,CPIX,Cumberland Pharmaceuticals Inc.,25.52M,2.50%,920,39.55M
938,TXMD,"TherapeuticsMD, Inc.",25.38M,-6.25%,36853,1.95M
939,SNSE,"Sensei Biotherapeutics, Inc.",25.32M,2.97%,12480,-
940,UBX,"Unity Biotechnology, Inc.",25.18M,1.27%,7633,-
941,PTN,"Palatin Technologies, Inc.",24.85M,-0.65%,33116,7.10M
942,OCX,OncoCyte Corporation,24.62M,0.34%,6643,-2.36M
943,GDTC,CytoMed Therapeutics Limited,24.56M,-,11323,573.59K
944,ABIO,"ARCA biopharma, Inc.",24.51M,0.59%,946,-
945,LPCN,Lipocine Inc.,24.45M,2.89%,1054,-2.85M
946,CERO,"CERo Therapeutics Holdings, Inc.",24.34M,-5.58%,37176,-
947,MOVE,Movano Inc.,24.29M,7.38%,4907,-
948,DMTK,"DermTech, Inc.",23.92M,0.69%,25837,15.30M
949,APTO,Aptose Biosciences Inc.,23.87M,-,18723,-
950,ONCT,"Oncternal Therapeutics, Inc.",23.74M,-2.49%,957,785.00K
951,EKSO,"Ekso Bionics Holdings, Inc.",23.63M,0.76%,3794,18.28M
952,MAIA,"MAIA Biotechnology, Inc.",23.61M,8.27%,183846,-
953,APRE,"Aprea Therapeutics, Inc.",23.13M,4.04%,12650,569.16K
954,NEPH,"Nephros, Inc.",22.88M,-3.00%,4267,14.24M
955,NRBO,"NeuroBo Pharmaceuticals, Inc.",22.57M,0.02%,2896,-
956,FBRX,"Forte Biosciences, Inc.",22.53M,3.06%,8982,-
957,RNXT,"RenovoRx, Inc.",22.21M,2.35%,3794,-
958,GLTO,"Galecto, Inc.",22.18M,-3.53%,12586,-
959,LUMO,"Lumos Pharma, Inc.",21.89M,-0.93%,2639,2.05M
960,QLI,Qilian International Holding Group Limited,21.60M,-2.80%,4031,46.47M
961,MYNZ,Mainz Biomed B.V.,21.17M,-,18270,-
962,BIAF,"bioAffinity Technologies, Inc.",21.15M,10.26%,99057,321.49K
963,CCM,Concord Medical Services Holdings Limited,20.84M,0.02%,328,84.58M
964,CMAX,"CareMax, Inc.",20.75M,-14.35%,67255,763.53M
965,NTRB,Nutriband Inc.,20.73M,-4.90%,1311,2.09M
966,LABP,"Landos Biopharma, Inc.",20.70M,0.30%,301,-
967,TTOO,"T2 Biosystems, Inc.",20.62M,-7.66%,95922,11.00M
968,KALA,"Kala Pharmaceuticals, Inc.",20.28M,1.16%,1330,-
969,AXDX,"Accelerate Diagnostics, Inc.",20.24M,-,11724,12.00M
970,MHUA,"Meihua International Medical Technologies Co., Ltd.",20.06M,1.25%,72904,96.70M
971,AKLI,"Akili, Inc.",20.04M,-1.49%,22850,1.68M
972,CCLD,"CareCloud, Inc.",20.00M,0.16%,10730,121.18M
973,ITRM,Iterum Therapeutics plc,19.62M,10.27%,101812,-
974,NERV,"Minerva Neurosciences, Inc.",19.51M,-2.37%,4927,-
975,CNTG,Centogene N.V.,19.51M,5.71%,53007,55.72M
976,GYRE,"Gyre Therapeutics, Inc.",19.42M,4.03%,10739,-
977,INBS,Intelligent Bio Solutions Inc.,19.28M,-0.91%,5764,2.88M
978,PPBT,Purple Biotech Ltd.,19.25M,-3.87%,1613,-
979,NRSN,NeuroSense Therapeutics Ltd.,18.86M,1.45%,21349,-
980,XLO,"Xilio Therapeutics, Inc.",18.86M,-,7814,-
981,TNXP,Tonix Pharmaceuticals Holding Corp.,18.82M,1.87%,127626,3.99M
982,NCNA,NuCana plc,18.41M,-6.88%,370563,-
983,NRXS,"NeurAxis, Inc.",17.98M,1.47%,1082,2.54M
984,BMRA,"Biomerica, Inc.",17.83M,2.83%,1301,5.50M
985,ONTX,"Onconova Therapeutics, Inc.",17.48M,2.11%,13441,226.00K
986,TFFP,"TFF Pharmaceuticals, Inc.",17.43M,8.68%,2521,932.32K
987,CNTX,Context Therapeutics Inc.,17.40M,1.38%,152,-
988,PMD,Psychemedics Corporation,17.17M,-,101,22.80M
989,SSKN,"STRATA Skin Sciences, Inc.",17.13M,-3.44%,335,35.27M
990,TCON,"TRACON Pharmaceuticals, Inc.",17.06M,-12.48%,2073566,12.05M
991,SYBX,"Synlogic, Inc.",17.00M,-2.43%,1795,708.00K
992,PHGE,BiomX Inc.,16.83M,-4.21%,751321,-
993,PMCB,"PharmaCyte Biotech, Inc.",16.80M,-0.36%,2817,-
994,PETV,"PetVivo Holdings, Inc.",16.77M,1.00%,3784,1.05M
995,PIRS,"Pieris Pharmaceuticals, Inc.",16.71M,5.86%,239547,47.36M
996,SNTI,"Senti Biosciences, Inc.",16.62M,0.03%,9183,2.62M
997,TLIS,Talis Biomedical Corporation,16.57M,0.11%,104,2.20M
998,MBRX,"Moleculin Biotech, Inc.",16.52M,11.24%,14404,-
999,IMRN,Immuron Limited,16.34M,-2.65%,13515,2.43M
1000,BCLI,Brainstorm Cell Therapeutics Inc.,16.31M,2.13%,142060,-
1001,AMS,American Shared Hospital Services,16.19M,2.33%,1424,20.66M
1002,AIM,AIM ImmunoTech Inc.,16.12M,4.15%,20704,193.00K
1003,MIRA,"MIRA Pharmaceuticals, Inc.",16.11M,-,23168,-
1004,MBOT,Microbot Medical Inc.,15.98M,0.36%,16859,-
1005,AYTU,"Aytu BioPharma, Inc.",15.98M,-1.74%,48324,98.50M
1006,INDP,"Indaptus Therapeutics, Inc.",15.97M,4.28%,5218,-
1007,AIH,Aesthetic Medical International Holdings Group Limited,15.72M,-0.15%,84,89.89M
1008,RDHL,RedHill Biopharma Ltd.,15.65M,0.59%,68772,35.75M
1009,TBIO,"Telesis Bio, Inc.",15.54M,4.05%,17011,30.00M
1010,COCP,"Cocrystal Pharma, Inc.",15.46M,-4.61%,8365,-
1011,ACOR,"Acorda Therapeutics, Inc.",15.40M,5.00%,224,111.12M
1012,PAVM,PAVmed Inc.,15.38M,-1.41%,4886,1.52M
1013,ATHE,Alterity Therapeutics Limited,15.36M,-,3638,-
1014,KPRX,"Kiora Pharmaceuticals, Inc.",15.01M,-2.03%,19172,-
1015,XRTX,XORTX Therapeutics Inc.,14.99M,-14.67%,37362,-
1016,NXGL,"NEXGEL, Inc.",14.87M,-2.90%,510,3.53M
1017,MTEM,"Molecular Templates, Inc.",14.78M,-12.00%,18545,52.90M
1018,TLPH,Talphera Inc.,14.58M,0.87%,8929,651.00K
1019,STRR,"Star Equity Holdings, Inc.",14.40M,-0.08%,2039,77.17M
1020,EVAX,Evaxion Biotech A/S,14.39M,-0.33%,5033,-
1021,NNVC,"NanoViricides, Inc.",14.13M,-0.83%,2887,-
1022,EDSA,"Edesa Biotech, Inc.",13.92M,3.64%,1586,-
1023,ETAO,"ETAO International Co., Ltd.",13.66M,13.05%,2768,58.06M
1024,SEEL,"Seelos Therapeutics, Inc.",13.65M,-2.76%,92648,2.20M
1025,VBIV,VBI Vaccines Inc.,13.28M,3.42%,10005,8.12M
1026,BNTC,Benitec Biopharma Inc.,13.22M,-,559,61.00K
1027,ELAB,"Elevai Labs, Inc.",13.17M,4.10%,70981,1.03M
1028,IKT,"Inhibikase Therapeutics, Inc.",13.05M,0.95%,9114,324.07K
1029,CANF,Can-Fite BioPharma Ltd.,12.82M,2.83%,4318,793.00K
1030,COSM,Cosmos Health Inc.,12.47M,-4.07%,495275,49.59M
1031,ADXN,Addex Therapeutics Ltd,12.41M,-0.51%,1447,2.24M
1032,ABVC,"ABVC BioPharma, Inc.",12.36M,-0.85%,32296,152.43K
1033,DOMH,Dominari Holdings Inc.,12.34M,1.44%,709,1.03M
1034,COEP,"Coeptis Therapeutics, Inc.",12.26M,-2.42%,15565,-
1035,BTCY,"Biotricity, Inc.",12.06M,14.06%,74701,11.63M
1036,ERNA,Eterna Therapeutics Inc.,11.79M,-0.92%,497,68.00K
1037,NTBL,Notable Labs Inc.,11.70M,-0.64%,37291,-
1038,GRTX,"Galera Therapeutics, Inc.",11.49M,9.04%,396435,-
1039,ASLN,ASLAN Pharmaceuticals Limited,11.44M,9.86%,411716,12.00M
1040,LGVN,Longeveron Inc.,11.31M,1.33%,30296,709.00K
1041,OSA,"ProSomnus, Inc.",11.30M,-0.55%,11947,25.61M
1042,AKTX,"Akari Therapeutics, Plc",11.14M,2.04%,1031,-
1043,FRES,Fresh2 Group Ltd,11.09M,21.74%,187928,2.35M
1044,CHEK,Check-Cap Ltd.,11.06M,0.64%,1118,-
1045,NDRA,ENDRA Life Sciences Inc.,11.04M,3.60%,6339,-
1046,NLSP,NLS Pharmaceutics AG,11.02M,16.05%,1480,-
1047,GENE,Genetic Technologies Limited,11.01M,2.04%,1483,5.78M
1048,CMMB,Chemomab Therapeutics Ltd.,10.89M,-2.41%,1251,-
1049,PRTG,Portage Biotech Inc.,10.88M,4.36%,6024,-
1050,POAI,Predictive Oncology Inc.,10.73M,1.89%,9374,1.81M
1051,SYRA,Syra Health Corp.,10.60M,1.83%,8432,5.71M
1052,ONVO,"Organovo Holdings, Inc.",10.54M,10.48%,320395,242.00K
1053,AEZS,Aeterna Zentaris Inc.,10.54M,-3.74%,10904,6.86M
1054,ICCT,iCoreConnect Inc.,10.47M,2.56%,20087,7.75M
1055,GHSI,"Guardion Health Sciences, Inc.",10.35M,13.55%,21862,12.04M
1056,BCDA,"BioCardia, Inc.",10.11M,1.36%,26274,570.00K
1057,TRVN,"Trevena, Inc.",10.08M,-0.51%,22840,3.21M
1058,MBIO,"Mustang Bio, Inc.",9.87M,3.67%,124817,-
1059,HEPA,"Hepion Pharmaceuticals, Inc.",9.80M,-6.19%,26272,-
1060,NVOS,"Novo Integrated Sciences, Inc.",9.76M,3.64%,332724,13.04M
1061,MNPR,Monopar Therapeutics Inc.,9.68M,9.05%,46695,-
1062,CVKD,"Cadrenal Therapeutics, Inc.",9.41M,-4.68%,13236,-
1063,VCNX,"Vaccinex, Inc.",9.39M,8.45%,977,795.00K
1064,FLGC,Flora Growth Corp.,9.03M,7.18%,36560,70.37M
1065,CYCN,"Cyclerion Therapeutics, Inc.",8.81M,-11.38%,1291,-
1066,BRTX,"BioRestorative Therapies, Inc.",8.72M,-0.74%,3062,130.20K
1067,PRPO,"Precipio, Inc.",8.66M,6.07%,189,13.26M
1068,BNOX,Bionomics Limited,8.40M,-1.94%,74578,15.00K
1069,HSCS,"Heart Test Laboratories, Inc.",8.31M,4.42%,346548,18.60K
1070,HCTI,"Healthcare Triangle, Inc.",8.19M,-1.05%,568,37.44M
1071,IMNN,"Imunon, Inc.",8.08M,-4.52%,24185,125.00K
1072,BFRI,Biofrontera Inc.,7.89M,2.58%,22967,34.07M
1073,GCTK,"GlucoTrack, Inc.",7.64M,1.88%,5570,-
1074,NURO,"NeuroMetrix, Inc.",7.63M,-1.05%,18253,5.90M
1075,EIGR,"Eiger BioPharmaceuticals, Inc.",7.60M,0.39%,329,14.67M
1076,NEXI,"NexImmune, Inc.",7.54M,1.21%,14880,-
1077,PSTV,"Plus Therapeutics, Inc.",7.53M,1.16%,409,4.91M
1078,HPCO,"Hempacco Co., Inc.",7.42M,3.19%,124416,2.53M
1079,CELZ,"Creative Medical Technology Holdings, Inc.",7.41M,-3.84%,4264,24.60K
1080,FWBI,"First Wave BioPharma, Inc.",7.41M,-1.90%,21313,-
